location,id,IdLugar,Nombre,Descripcion,Direccion,Municipio,Estado,Facebook,homepage,Latitud,Longitud,websitecontact,Categoria,Genero,Fecha,Hora,Lugar
Ciudad de Mexico,g5v8zpi1bnj55,KovZ917ALcQ,Sueños en Broadway,"Sueños en Broadway, es la historia de 8 ""homeless"" que viven en las bulliciosas calles de la ciudad de Nueva York. Todos ellos, a pesar de su condición, tienen sueños de fama, de ser grandes y reconocidos artistas; pero viven atrapados por la cotidiana realidad. Sin embrago, sus sueños y desbordante imaginación de artistas, lograrán romper la barrera entre la fantasía y la realidad, al descubrir que a su paso por las distintas y deslumbrantes marquesinas de Broadway, sus sueños, comienzan a volverse realidad, cuando se convierten en los protagonistas de grandes musicales",Avenida Centenario 159,Ciudad de Mexico,Distrito Federal,null,null,19.35686,-99.16324,https://www.ticketmaster.com.mx/suenos-en-broadway-ciudad-de-mexico-distrito-federal-06-19-2021/event/14005AC2BAAA62CB,Miscellaneous,Family,2021-06-19,20:00:00,Teatro Centenario Coyoacan
Ciudad de Mexico,g5v8zpi1gikf2,KovZ917ALcQ,Sueños en Broadway,"Sueños en Broadway, es la historia de 8 ""homeless"" que viven en las bulliciosas calles de la ciudad de Nueva York. Todos ellos, a pesar de su condición, tienen sueños de fama, de ser grandes y reconocidos artistas; pero viven atrapados por la cotidiana realidad. Sin embrago, sus sueños y desbordante imaginación de artistas, lograrán romper la barrera entre la fantasía y la realidad, al descubrir que a su paso por las distintas y deslumbrantes marquesinas de Broadway, sus sueños, comienzan a volverse realidad, cuando se convierten en los protagonistas de grandes musicales",Avenida Centenario 159,Ciudad de Mexico,Distrito Federal,null,null,19.35686,-99.16324,https://www.ticketmaster.com.mx/suenos-en-broadway-ciudad-de-mexico-distrito-federal-06-19-2021/event/14005AC2B5B0620F,Miscellaneous,Family,2021-06-19,18:00:00,Teatro Centenario Coyoacan
Ciudad de México,1afzaougkdldlqa,KovZpZA6EkkA,El Gran Show en Vivo de Bely y Beto VIP,null,Paseo de la Reforma # 50 Col Polanco V Sección,Ciudad de México,Distrito Federal,null,null,19.424648,-99.19484,https://www.ticketmaster.com.mx/el-gran-show-en-vivo-de-ciudad-de-mexico-distrito-federal-09-12-2021/event/14005836EB0EB745,Miscellaneous,Family,2021-09-12,17:00:00,Auditorio Nacional
Ciudad de México,1afzaougkdlydlf,KovZpZA6EkkA,El Gran Show en Vivo de Bely y Beto,null,Paseo de la Reforma # 50 Col Polanco V Sección,Ciudad de México,Distrito Federal,null,null,19.424648,-99.19484,https://www.ticketmaster.com.mx/el-gran-show-en-vivo-de-ciudad-de-mexico-distrito-federal-09-12-2021/event/14005836EBE7B7D4,Miscellaneous,Family,2021-09-12,17:00:00,Auditorio Nacional
Ciudad de México,1av8zpagkv8rf3x,KovZpZA6EkkA,El Gran Show en Vivo de Bely y Beto VIP,null,Paseo de la Reforma # 50 Col Polanco V Sección,Ciudad de México,Distrito Federal,null,null,19.424648,-99.19484,https://www.ticketmaster.com.mx/el-gran-show-en-vivo-de-ciudad-de-mexico-distrito-federal-09-12-2021/event/1400585D10BD44A2,Miscellaneous,Family,2021-09-12,13:00:00,Auditorio Nacional
Ciudad de México,1av8zpagkvomvpq,KovZpZA6EkkA,El Gran Show en Vivo de Bely y Beto,null,Paseo de la Reforma # 50 Col Polanco V Sección,Ciudad de México,Distrito Federal,null,null,19.424648,-99.19484,https://www.ticketmaster.com.mx/el-gran-show-en-vivo-de-ciudad-de-mexico-distrito-federal-09-12-2021/event/1400585D11BB459A,Miscellaneous,Family,2021-09-12,13:00:00,Auditorio Nacional
Estado de México,g5v8zpnllygbp,KovZpZAEvAnA,La Cenicienta,null,"Av. Jesús del Monte #41,  ",Estado de México,Estado de México,null,null,19.3770504,-99.2959213,https://www.ticketmaster.com.mx/la-cenicienta-estado-de-mexico-estado-de-mexico-07-03-2021/event/14005AAAEBC35616,Miscellaneous,Family,2021-07-03,13:00:00,Teatro del Parque Interlomas
Estado de México,g5v8zpnllwpbq,KovZpZAEvAnA,La Cenicienta,null,"Av. Jesús del Monte #41,  ",Estado de México,Estado de México,null,null,19.3770504,-99.2959213,https://www.ticketmaster.com.mx/la-cenicienta-estado-de-mexico-estado-de-mexico-07-03-2021/event/14005AAAEBCA561D,Miscellaneous,Family,2021-07-03,17:00:00,Teatro del Parque Interlomas
Estado de México,g5v8zpnuft09q,KovZpZAEvAnA,"Cantajuego ""Te extiendo mi mano""","CantaJuego presenta: ""Te extiendo mi mano"" Gira nacional e internacional 2020/21 Tal y como lo enuncia el título del nuevo espectáculo, una vez más, el Grupo Encanto entregará al publico un montaje especial basado en la solidaridad, la amistad, el trabajo en equipo y la empatía. Con una esmerada selección de su larga lista de éxitos, esta filosofía se refuerza aún más dada la expansión a países Latinoamericanos incluida en la larga lista de ciudades que visitarán en esta edición, tendiendo así puentes culturales entre ambos continentes. Arropado por una escenografía diseñada especialmente para esta gira, ""Te extiendo mi mano"" estará protagonizada por los ya icónicos CantaJuegos y sus fieles amigos, Coco, Pepe y Buby entre otros personajes, para desplegar un espectáculo lleno de música, coreografías, humor y energía que integra por igual a pequeños y mayores","Av. Jesús del Monte #41,  ",Estado de México,Estado de México,null,null,19.3770504,-99.2959213,https://www.ticketmaster.com.mx/cantajuego-te-extiendo-mi-mano-estado-de-mexico-estado-de-mexico-10-16-2021/event/14005AAD94FE45DA,Miscellaneous,Family,2021-10-16,13:30:00,Teatro del Parque Interlomas
Estado de México,g5v8zpnlrta_r,KovZpZAEvAnA,La vaca Lola,null,"Av. Jesús del Monte #41,  ",Estado de México,Estado de México,null,null,19.3770504,-99.2959213,https://www.ticketmaster.com.mx/la-vaca-lola-estado-de-mexico-estado-de-mexico-11-06-2021/event/14005AAAEFFC566F,Miscellaneous,Family,2021-11-06,13:00:00,Teatro del Parque Interlomas
Estado de México,g5v8zpnlyvaqe,KovZpZAEvAnA,La vaca Lola,null,"Av. Jesús del Monte #41,  ",Estado de México,Estado de México,null,null,19.3770504,-99.2959213,https://www.ticketmaster.com.mx/la-vaca-lola-estado-de-mexico-estado-de-mexico-11-06-2021/event/14005AAAF0045682,Miscellaneous,Family,2021-11-06,18:30:00,Teatro del Parque Interlomas
Estado de México,g5v8zpnlyva_t,KovZpZAEvAnA,La vaca Lola,null,"Av. Jesús del Monte #41,  ",Estado de México,Estado de México,null,null,19.3770504,-99.2959213,https://www.ticketmaster.com.mx/la-vaca-lola-estado-de-mexico-estado-de-mexico-11-06-2021/event/14005AAAF004567F,Miscellaneous,Family,2021-11-06,16:00:00,Teatro del Parque Interlomas
Estado de México,g5v8zpnlyv4qv,KovZpZAEvAnA,La vaca Lola,null,"Av. Jesús del Monte #41,  ",Estado de México,Estado de México,null,null,19.3770504,-99.2959213,https://www.ticketmaster.com.mx/la-vaca-lola-estado-de-mexico-estado-de-mexico-11-07-2021/event/14005AAAF00556B4,Miscellaneous,Family,2021-11-07,13:30:00,Teatro del Parque Interlomas
Estado de México,g5v8zpnlyv4qt,KovZpZAEvAnA,La vaca Lola,null,"Av. Jesús del Monte #41,  ",Estado de México,Estado de México,null,null,19.3770504,-99.2959213,https://www.ticketmaster.com.mx/la-vaca-lola-estado-de-mexico-estado-de-mexico-11-07-2021/event/14005AAAF00556A9,Miscellaneous,Family,2021-11-07,11:00:00,Teatro del Parque Interlomas
Estado de México,g5v8zpnlyvpqd,KovZpZAEvAnA,La vaca Lola,null,"Av. Jesús del Monte #41,  ",Estado de México,Estado de México,null,null,19.3770504,-99.2959213,https://www.ticketmaster.com.mx/la-vaca-lola-estado-de-mexico-estado-de-mexico-11-07-2021/event/14005AAAF00656BB,Miscellaneous,Family,2021-11-07,16:00:00,Teatro del Parque Interlomas
México,g5v8zplmom7h-,KovZpZAJt17A,"El Libro de la Selva, la aventura de Mowgli","Vive una emocionante aventura musical junto a el pequeño Mowgli y la sabia pantera Bagheera en su camino hacia la aldea del hombre, donde conocerás al extravagante Rey Louis, a la hipnótica serpiente Kaa, al adorable oso Baloo y el temible Shere Khan.",Calz.de Guadalupe #497 Col. Estrella,México,Distrito Federal,null,null,19.4757404,-99.1206207,https://www.ticketmaster.com.mx/el-libro-de-la-selva-la-mexico-distrito-federal-06-20-2021/event/14005ABB91DC4F21,Miscellaneous,Family,2021-06-20,14:00:00,Teatro Tepeyac
México,g5v8zplmomfhn,KovZpZAJt17A,"El Libro de la Selva, la aventura de Mowgli","Vive una emocionante aventura musical junto a el pequeño Mowgli y la sabia pantera Bagheera en su camino hacia la aldea del hombre, donde conocerás al extravagante Rey Louis, a la hipnótica serpiente Kaa, al adorable oso Baloo y el temible Shere Khan.",Calz.de Guadalupe #497 Col. Estrella,México,Distrito Federal,null,null,19.4757404,-99.1206207,https://www.ticketmaster.com.mx/el-libro-de-la-selva-la-mexico-distrito-federal-06-27-2021/event/14005ABB91DD4F2A,Miscellaneous,Family,2021-06-27,14:00:00,Teatro Tepeyac
México,g5v8zplmomfhr,KovZpZAJt17A,"El Libro de la Selva, la aventura de Mowgli","Vive una emocionante aventura musical junto a el pequeño Mowgli y la sabia pantera Bagheera en su camino hacia la aldea del hombre, donde conocerás al extravagante Rey Louis, a la hipnótica serpiente Kaa, al adorable oso Baloo y el temible Shere Khan.",Calz.de Guadalupe #497 Col. Estrella,México,Distrito Federal,null,null,19.4757404,-99.1206207,https://www.ticketmaster.com.mx/el-libro-de-la-selva-la-mexico-distrito-federal-07-04-2021/event/14005ABB91DD4F2F,Miscellaneous,Family,2021-07-04,14:00:00,Teatro Tepeyac
México,1av8zp6gktt1zrq,KovZpZAJt17A,"Un Cuento de Navidad, el señor Scrooge","Scrooge, un hombre, insensible y solitario, consumido por el apego a las riquezas, será visitado por tres espíritus que le mostrarán la realidad de las navidades pasadas, presentes y futuras. Incrédulo al principio, Scrooge se dará cuenta de lo miserable que ha sido su existencia y el desolado porvenir que le espera, por lo que decide cambiar.",Calz.de Guadalupe #497 Col. Estrella,México,Distrito Federal,null,null,19.4757404,-99.1206207,https://www.ticketmaster.com.mx/un-cuento-de-navidad-el-senor-mexico-distrito-federal-12-27-2021/event/1400587A7F280BDA,Miscellaneous,Family,2021-12-27,14:00:00,Teatro Tepeyac
Zapopan,g5v8zpilmqfb5,KovZpZAEdtaA,"HAGAMOS TU MUNDO JUNTOS, La Conferencia","Si conoces los fundamentos para construir tu vida puedes elegir deliberadamente la dirección y abrir el panorama para contemplar ¿Qué más es posible? En este espacio de reflexión te acompañamos a distinguir las coordenadas para orientar tu vida a la máxima expresión de sentido, propósito, dicha y prosperidad. Creándote con consciencia, eres también una contribución para otros. ¡Vamos a hacerlo: ¡Juntos!",Avenida Central 375,Zapopan,Jalisco,null,null,20.726205,-103.430352,https://www.ticketmaster.com.mx/hagamos-tu-mundo-juntos-la-conferencia-zapopan-jalisco-08-01-2021/event/14005ACAF775460B,Miscellaneous,Family,2021-08-01,12:00:00,Teatro Jose Pablo Moncayo - PALCCO
México,g5v8zpi-muwbp,KovZpZAdalnA,Carreras de caballos,"Temporada 2021 hasta domingo 19/dic/21 Acceso Limitado en capacidad por protocolos COVID. Se aplicarán protocolos como toma de temperatura corporal, vigilancia de la sana distancia, supervisión de la correcta utilización del cubrebocas (de uso obligatorio) y escaneo de código QR a la entrada del inmueble",Av. Industria Militar s/n Col. Lomas Sotelo,México,Distrito Federal,null,null,19.439305,-99.22228,https://www.ticketmaster.com.mx/carreras-de-caballos-mexico-distrito-federal-06-18-2021/event/14005A8877372625,Sports,Equestrian,2021-06-18,14:30:00,Hipodromo De Las Americas
México,g5v8zpi-mcwbm,KovZpZAdalnA,Carreras de caballos,"Temporada 2021 hasta domingo 19/dic/21 Acceso Limitado en capacidad por protocolos COVID. Se aplicarán protocolos como toma de temperatura corporal, vigilancia de la sana distancia, supervisión de la correcta utilización del cubrebocas (de uso obligatorio) y escaneo de código QR a la entrada del inmueble",Av. Industria Militar s/n Col. Lomas Sotelo,México,Distrito Federal,null,null,19.439305,-99.22228,https://www.ticketmaster.com.mx/carreras-de-caballos-mexico-distrito-federal-06-19-2021/event/14005A88773B2637,Sports,Equestrian,2021-06-19,14:00:00,Hipodromo De Las Americas
México,g5v8zpi-m2w_o,KovZpZAdalnA,Carreras de caballos,"Temporada 2021 hasta domingo 19/dic/21 Acceso Limitado en capacidad por protocolos COVID. Se aplicarán protocolos como toma de temperatura corporal, vigilancia de la sana distancia, supervisión de la correcta utilización del cubrebocas (de uso obligatorio) y escaneo de código QR a la entrada del inmueble",Av. Industria Militar s/n Col. Lomas Sotelo,México,Distrito Federal,null,null,19.439305,-99.22228,https://www.ticketmaster.com.mx/carreras-de-caballos-mexico-distrito-federal-06-20-2021/event/14005A88773F2651,Sports,Equestrian,2021-06-20,14:00:00,Hipodromo De Las Americas
México,g5v8zpi-m8w_z,KovZpZAdalnA,Carreras de caballos,"Temporada 2021 hasta domingo 19/dic/21 Acceso Limitado en capacidad por protocolos COVID. Se aplicarán protocolos como toma de temperatura corporal, vigilancia de la sana distancia, supervisión de la correcta utilización del cubrebocas (de uso obligatorio) y escaneo de código QR a la entrada del inmueble",Av. Industria Militar s/n Col. Lomas Sotelo,México,Distrito Federal,null,null,19.439305,-99.22228,https://www.ticketmaster.com.mx/carreras-de-caballos-mexico-distrito-federal-06-25-2021/event/14005A8877432678,Sports,Equestrian,2021-06-25,14:30:00,Hipodromo De Las Americas
México,g5v8zpi-mowq7,KovZpZAdalnA,Carreras de caballos,"Temporada 2021 hasta domingo 19/dic/21 Acceso Limitado en capacidad por protocolos COVID. Se aplicarán protocolos como toma de temperatura corporal, vigilancia de la sana distancia, supervisión de la correcta utilización del cubrebocas (de uso obligatorio) y escaneo de código QR a la entrada del inmueble",Av. Industria Militar s/n Col. Lomas Sotelo,México,Distrito Federal,null,null,19.439305,-99.22228,https://www.ticketmaster.com.mx/carreras-de-caballos-mexico-distrito-federal-06-26-2021/event/14005A8877472684,Sports,Equestrian,2021-06-26,14:00:00,Hipodromo De Las Americas
México,g5v8zpi-m3wqa,KovZpZAdalnA,Carreras de caballos,"Temporada 2021 hasta domingo 19/dic/21 Acceso Limitado en capacidad por protocolos COVID. Se aplicarán protocolos como toma de temperatura corporal, vigilancia de la sana distancia, supervisión de la correcta utilización del cubrebocas (de uso obligatorio) y escaneo de código QR a la entrada del inmueble",Av. Industria Militar s/n Col. Lomas Sotelo,México,Distrito Federal,null,null,19.439305,-99.22228,https://www.ticketmaster.com.mx/carreras-de-caballos-mexico-distrito-federal-06-27-2021/event/14005A88774B2689,Sports,Equestrian,2021-06-27,14:00:00,Hipodromo De Las Americas
México,g5v8zplpqpgwf,KovZpZAJtIdA,Martes Populares de Lucha Libre CMLL,null,Dr. Lavista No. 197 Col. Doctores,México,Distrito Federal,null,null,19.4243088,-99.1525269,https://www.ticketmaster.com.mx/martes-populares-de-lucha-libre-cmll-mexico-distrito-federal-06-15-2021/event/14005AB59D975F48,Sports,Boxing,2021-06-15,19:30:00,Arena México
México,g5v8zpnyh_vh2,KovZpZAJtIdA,Viernes Espectacular de Lucha Libre CMLL,"Evento de lucha libre, para consultar cartelera ingresar a www.cmll.com",Dr. Lavista No. 197 Col. Doctores,México,Distrito Federal,null,null,19.4243088,-99.1525269,https://www.ticketmaster.com.mx/viernes-espectacular-de-lucha-libre-cmll-mexico-distrito-federal-06-18-2021/event/14005AAE7C674F0F,Sports,Boxing,2021-06-18,20:30:00,Arena México
México,g5v8zpi1nz4dn,KovZpZAJtIdA,Un fin de semana muy padre - lucha libre CMLL,"Evento de lucha libre, para consultar cartelera ingresar a www.cmll.com",Dr. Lavista No. 197 Col. Doctores,México,Distrito Federal,null,null,19.4243088,-99.1525269,https://www.ticketmaster.com.mx/un-fin-de-semana-muy-padre-mexico-distrito-federal-06-19-2021/event/14005AC2A3015EEA,Sports,Boxing,2021-06-19,18:00:00,Arena México
México,g5v8zpi6s_jnc,KovZpZAJtIdA,Un fin de semana muy padre - lucha libre CMLL,"Evento de lucha libre, para consultar cartelera ingresar a www.cmll.com",Dr. Lavista No. 197 Col. Doctores,México,Distrito Federal,null,null,19.4243088,-99.1525269,https://www.ticketmaster.com.mx/un-fin-de-semana-muy-padre-mexico-distrito-federal-06-20-2021/event/14005AC1F1666AAD,Sports,Boxing,2021-06-20,17:00:00,Arena México
México,g5v8zplpqjawu,KovZpZAJtIdA,Martes Populares de Lucha Libre CMLL,null,Dr. Lavista No. 197 Col. Doctores,México,Distrito Federal,null,null,19.4243088,-99.1525269,https://www.ticketmaster.com.mx/martes-populares-de-lucha-libre-cmll-mexico-distrito-federal-06-22-2021/event/14005AB59D985F4D,Sports,Boxing,2021-06-22,19:30:00,Arena México
México,g5v8zpnyhq7hb,KovZpZAJtIdA,Viernes Espectacular de Lucha Libre CMLL,"Evento de lucha libre, para consultar cartelera ingresar a www.cmll.com",Dr. Lavista No. 197 Col. Doctores,México,Distrito Federal,null,null,19.4243088,-99.1525269,https://www.ticketmaster.com.mx/viernes-espectacular-de-lucha-libre-cmll-mexico-distrito-federal-06-25-2021/event/14005AAE7C684F18,Sports,Boxing,2021-06-25,20:30:00,Arena México
Estado de México,g5v8zplp6jgiy,KovZpZAEvAnA,Lucha libre Tinieblas Jr/Alushe H v. H. de máscara año 2000 Luzbel Jr,"La Federación Universal de Lucha Libre se presentará por primera vez en el Coloso de Interlomas, el cual será escenario perfecto para sorprenderse con los lances de las estrellas del pancracio que harán las delicias del público. La eterna batalla entre el bien y el mal vivirá un nuevo capítulo cuando los grandes representantes de la lucha libre mexicana se citen para disputar el nuevo y cotizado Campeonato por el Cinturón Interlomas.","Av. Jesús del Monte #41,  ",Estado de México,Estado de México,null,null,19.3770504,-99.2959213,https://www.ticketmaster.com.mx/lucha-libre-tinieblas-jralushe-h-v-estado-de-mexico-estado-de-mexico-07-10-2021/event/14005AB587735A39,Sports,Boxing,2021-07-10,19:30:00,Teatro del Parque Interlomas
Streaming,g5v8zpigdkevb,KovZ917A0T7,Lucha libre CMLL en Streaming,null,Av. Río Churubusco y Añil s/n,Streaming,Distrito Federal,null,null,19.4027605,-99.0998402,https://tl.ticketmaster.com.mx/products/lucha-libre-cmll-en-streaming-4,Sports,Boxing,2021-06-18,20:30:00,Eventos en Streaming
México,1av8zp7gks79_bs,KovZpZA6JlaA,Grada Boxes G1 + Speed Lounge Zona Verde,"$ 39,375 + Cargo por servicio. Admira los momentos más emocionantes del evento en palcos privados y techados con asientos tipo butaca colocados en la parte superior de la mejor zona, en donde los invitados podrán disfrutar del servicio de alimentos y bebidas en el Speed Lounge de zona verde.",Viaducto Piedad y Río Churubusco s/n Cd. Deportiva,México,Distrito Federal,null,null,19.402829,-99.089247,https://www.ticketmaster.com.mx/grada-boxes-g1-speed-lounge-zona-mexico-distrito-federal-10-29-2021/event/1400584CC45D9EB3,Sports,Motorsports/Racing,2021-10-29,null,Autodromo Hnos. Rodriguez
México,1av8zp7gksaz11f,KovZpZA6JlaA,Grada Boxes G10 + Speed Lounge Amarilla Formula 1,"$ 33,605 + Cargo por servicio. Sky Boxes Grada 10 están ubicados en una de las zonas más emocionantes de la pista, palcos techados en la zona más alta de las gradas, el mejor lugar para disfrutar la emoción de los rebases en curvas, además contarán con el servicio de alimentos y bebidas dentro del Speed Lounge de zona amarilla.",Viaducto Piedad y Río Churubusco s/n Cd. Deportiva,México,Distrito Federal,null,null,19.402829,-99.089247,https://www.ticketmaster.com.mx/grada-boxes-g10-speed-lounge-amarilla-mexico-distrito-federal-10-29-2021/event/1400584CC5E0A294,Sports,Motorsports/Racing,2021-10-29,null,Autodromo Hnos. Rodriguez
México,1kazv9jzga1dgo8,KovZpZA6JlaA,Zona para Personas con Discapacidad Formula 1,"$1,500 + Cargo por servicio En este inmueble existen boletos disponibles para personas con discapacidad. Te recordamos que estas localidades son únicamente para personas con discapacidad y los boletos no son transferibles.Puedes adquirirlos a través de internet , taquilla y teléfonos que te damos a continuación para atenderte adecuadamente. Número de teléfono Centro telefónico (55) 53259000 opción 3 Horario: De lunes a sábado 10:00 a 19:00 hrs, domingos y días festivos 11:00 a 18:00 hrs. Los boletos están disponibles en la zona verde y azul . Limite de boletos 2.",Viaducto Piedad y Río Churubusco s/n Cd. Deportiva,México,Distrito Federal,null,null,19.402829,-99.089247,https://www.ticketmaster.com.mx/zona-para-personas-con-discapacidad-formula-mexico-distrito-federal-10-29-2021/event/140057980AECC810,Sports,Motorsports/Racing,2021-10-29,null,Autodromo Hnos. Rodriguez
México,1kazv9jzgauzgip,KovZpZA6JlaA,Grada Boxes G11 Zona Amarilla Formula 1,"Precio $17,840 + Cargo por servicio. Es una de las zonas más emocionantes llenas de acción, donde podrás disfrutar de la destreza de los pilotos desde el Sky Box de la Grada 11, contarás con cómodas butacas con respaldo en zona de sombra.",Viaducto Piedad y Río Churubusco s/n Cd. Deportiva,México,Distrito Federal,null,null,19.402829,-99.089247,https://www.ticketmaster.com.mx/grada-boxes-g11-zona-amarilla-formula-mexico-distrito-federal-10-29-2021/event/140057980DE0CB16,Sports,Motorsports/Racing,2021-10-29,null,Autodromo Hnos. Rodriguez
México,g5v8zpnefosev,KovZpZA6JlaA,"Grada 02, Formula 1 Gran Premio de la Ciudad de México 2021","$ 24,800 + Cargo por servicio. La mejor zona y grada del circuito, desde aquí podrás disfrutar de los momentos más icónicos como la ceremonial inaugural, el arranque de los monoplazas, la bandera a cuadros y las paradas de pits.",Viaducto Piedad y Río Churubusco s/n Cd. Deportiva,México,Distrito Federal,null,null,19.402829,-99.089247,https://www.ticketmaster.com.mx/grada-02-formula-1-gran-premio-mexico-distrito-federal-10-29-2021/event/14005A39C88339C1,Sports,Motorsports/Racing,2021-10-29,null,Autodromo Hnos. Rodriguez
México,g5v8zpnez-ohd,KovZpZA6JlaA,"Grada 01, Formula 1 Gran Premio de la Ciudad de México 2021","$24,800 + Cargo por servicio. La mejor zona y grada del circuito, desde aquí podrás disfrutar de los momentos más icónicos como la ceremonia inaugural, el arranque de los monoplazas, la bandera a cuadros y las paradas de pits.",Viaducto Piedad y Río Churubusco s/n Cd. Deportiva,México,Distrito Federal,null,null,19.402829,-99.089247,https://www.ticketmaster.com.mx/grada-01-formula-1-gran-premio-mexico-distrito-federal-10-29-2021/event/14005A39C0851F03,Sports,Motorsports/Racing,2021-10-29,null,Autodromo Hnos. Rodriguez
México,g5v8zpniv1ksb,KovZpZA6JlaA,"Grada 11, Formula 1 Gran Premio de la Ciudad de México 2021","$12,600 + Cargo por servicio Ubicada en uno de los puntos más técnicos de todo el circuito, con una vista frontal hacia la recta trasera, podrás comprobar la verdadera destreza de los pilotos mientras frenan y pasan a través de las curvas 4, 5, 6, 7 y 8.",Viaducto Piedad y Río Churubusco s/n Cd. Deportiva,México,Distrito Federal,null,null,19.402829,-99.089247,https://www.ticketmaster.com.mx/grada-11-formula-1-gran-premio-mexico-distrito-federal-10-29-2021/event/14005A3A01293C58,Sports,Motorsports/Racing,2021-10-29,null,Autodromo Hnos. Rodriguez
México,g5v8zpljgvg9-,KovZpZA6JlaA,"Grada 07, Formula 1 Gran Premio de la Ciudad de México 2021","$ 8,900 + Cargo por servicio. Sé el primero en presenciar la desaceleración de los monoplazas desde 300 km/h para tomar la curva 4 que da la bienvenida a la zona de El Estadio. Serás testigo de la destreza de los pilotos en el recorte rebaque hasta salir a toda velocidad con dirección a las Eses.",Viaducto Piedad y Río Churubusco s/n Cd. Deportiva,México,Distrito Federal,null,null,19.402829,-99.089247,https://www.ticketmaster.com.mx/grada-07-formula-1-gran-premio-mexico-distrito-federal-10-29-2021/event/14005AB9B5D355E1,Sports,Motorsports/Racing,2021-10-29,null,Autodromo Hnos. Rodriguez
Cdmx,g5v8zpim4x-gl,KovZ917AOhe,Béisbol Temporada 2021 Olmecas v. Diablos Rojos,null,Av. Rio Churubusco 1001,Cdmx,Distrito Federal,null,null,19.403697,-99.08536,https://www.ticketmaster.com.mx/beisbol-temporada-2021-olmecas-v-diablos-cdmx-distrito-federal-06-16-2021/event/14005ACB95FA132B,Sports,Baseball,2021-06-16,19:00:00,Estadio Alfredo Harp Helú
Cdmx,g5v8zpim4xsgh,KovZ917AOhe,Béisbol Temporada 2021 Olmecas v. Diablos Rojos,null,Av. Rio Churubusco 1001,Cdmx,Distrito Federal,null,null,19.403697,-99.08536,https://www.ticketmaster.com.mx/beisbol-temporada-2021-olmecas-v-diablos-cdmx-distrito-federal-06-17-2021/event/14005ACB95FB133C,Sports,Baseball,2021-06-17,19:00:00,Estadio Alfredo Harp Helú
Cdmx,g5v8zpimudoab,KovZ917AOhe,Béisbol Temporada 2021 Olmecas v. Diablos Rojos,null,Av. Rio Churubusco 1001,Cdmx,Distrito Federal,null,null,19.403697,-99.08536,https://www.ticketmaster.com.mx/beisbol-temporada-2021-olmecas-v-diablos-cdmx-distrito-federal-06-15-2021/event/14005ACB8DED1158,Sports,Baseball,2021-06-15,19:00:00,Estadio Alfredo Harp Helú
Cdmx,g5v8zpibajy-6,KovZ917AOhe,"Béisbol, República Dominicana v. México",null,Av. Rio Churubusco 1001,Cdmx,Distrito Federal,null,null,19.403697,-99.08536,https://www.ticketmaster.com.mx/beisbol-republica-dominicana-v-mexico-cdmx-distrito-federal-06-19-2021/event/14005ACE85730847,Sports,Baseball,2021-06-19,16:00:00,Estadio Alfredo Harp Helú
Cdmx,g5v8zpib8r8p0,KovZ917AOhe,"Béisbol, Venezuela v. México",null,Av. Rio Churubusco 1001,Cdmx,Distrito Federal,null,null,19.403697,-99.08536,https://www.ticketmaster.com.mx/beisbol-venezuela-v-mexico-cdmx-distrito-federal-06-20-2021/event/14005ACE90BD0964,Sports,Baseball,2021-06-20,13:00:00,Estadio Alfredo Harp Helú
Monterrey,g5v8zplpdq-x4,KovZpZAE767A,Naciones MMA 2,"Naciones MMA regresa a Monterrey, México con una función totalmente internacional. En el combate estelar, el regiomontano Alejandro ""El Gallito"" Flores se enfrenta al colombiano invicto Teo Londoño. Además el regreso del ídolo de la afición, Ricardo ""El Loco"" Arreola ante el peruano Yesus ""Dogo"" Morán; el noqueador mexicano Fernando Gonzales versus el brasileño Thales Adriel y otros combates más!",5 de Febrero e Hilario Martínez S/N,Monterrey,Nuevo León,null,null,25.659286,-100.305087,https://www.ticketmaster.com.mx/naciones-mma-2-monterrey-nuevo-leon-06-18-2021/event/14005AB97B6A1895,Sports,Boxing,2021-06-18,18:00:00,Arena José Sulaimán
Ciudad de México,16fza-xviza8uee2,KovZpZA6EkkA,A-ha.,"La agrupación de origen noruego, a-ha, se presentará en el Auditorio Nacional con su tour Hunting High and Low Live que tiene como objetivo interpretar todos los temas de su álbum debut del mismo nombre. La cita es el próximo 22 de septiembre. Los boletos estarán disponibles en preventa Citibanamex el 17 y 18 de marzo a través de ticketmaster.com.mx; y un día después estarán disponibles al público en general en las taquillas del inmueble y a través del sistema Ticketmaster. La banda formada por el vocalista y compositor Morten Harket y por los guitarristas y compositores Paul Waaktaar Savoy y Magne Furuholmen surgió en la década de los 80. Es una de las más emblemáticas del synth pop y también del rock alternativo de esa época. La actual gira está hecha para celebrar el 35 aniversario del lanzamiento de la versión original de Take On Me publicada en el Reino Unido el 19 de octubre de 1984.",Paseo de la Reforma # 50 Col Polanco V Sección,Ciudad de México,Distrito Federal,null,null,19.424648,-99.19484,https://www.ticketmaster.com.mx/aha-ciudad-de-mexico-distrito-federal-08-11-2021/event/14005862068FC11E,Music,Rock,2021-08-11,20:30:00,Auditorio Nacional
